index,potential,temperature,ib0,ib1,label
index0_0,-132030.71701049805,305.8505987901671,0.7722393423753147,-1.6538298562550922,0
index0_1,-132111.0280532837,305.36997838377874,0.7995351172739971,-1.7144352740356386,0
index0_10,-132315.28074645996,308.2433651277927,0.7840547292036542,-1.7209174385650718,0
index0_11,-131946.96175384521,301.90768615609636,0.8038814523531799,-1.6951930223999494,0
index0_12,-131488.08836364746,304.2334950531927,0.8041919864590428,-1.6980778815995057,0
index0_13,-132380.53438568115,310.38102520420716,0.7257538837003004,-1.7149974767620844,0
index0_14,-131893.89191436768,313.2722241038989,0.7411319279354616,-1.684453292078584,0
index0_15,-131969.465675354,310.55805970668774,0.7479765988098563,-1.6918199015604651,0
index0_16,-132114.42710876465,301.9399488316766,0.7287002373240914,-1.6763631729946047,0
index0_17,-131987.88467407227,308.3191964684964,0.7480195214614456,-1.7293617853957945,0
index0_18,-132001.41132354736,304.8632884178171,0.7400766065741082,-1.6978599907746197,0
index0_19,-132101.80332946777,302.168323368938,0.7730782765519819,-1.7184904053277437,0
index0_2,-131317.75047302246,313.46070371998627,0.7694168572170352,-1.7007304558050786,0
index0_20,-132180.60583496094,311.9416058023149,0.7514181286060186,-1.6692310630083296,0
index0_21,-132265.40746307373,308.9319292155111,0.7525366573563594,-1.6869875859279577,0
index0_22,-132051.2007598877,313.2069754678647,0.7478227239940618,-1.6916574963870268,0
index0_23,-131952.75038146973,306.21170183460805,0.722630050515721,-1.6892812049212074,0
index0_24,-132153.63752746582,298.42748260252677,0.7514456178140287,-1.674677433653052,0
index0_25,-132245.74964904785,301.2692263139063,0.7698438495068909,-1.6877606124460407,0
index0_26,-132224.36781311035,310.71759930310736,0.7660823627324729,-1.6559273637179353,0
index0_27,-132350.3035736084,306.99105233740755,0.7357936478059617,-1.663785796474138,0
index0_28,-132409.77280044556,305.4706459014442,0.7057300832302491,-1.7205723600065703,0
index0_29,-132284.46864318848,305.155235903345,0.7325456641514425,-1.640570965352376,0
index0_3,-131891.34481811523,307.97067207447355,0.8210351989323659,-1.7010128386500474,0
index0_30,-132160.40743637085,302.0997787557128,0.7265853823397308,-1.7001247071767818,0
index0_31,-131788.28843688965,306.9783916436915,0.7337365704701737,-1.7067889484434062,0
index0_32,-131969.8098678589,307.53231883122913,0.7096304218652378,-1.6533413792803164,0
index0_33,-132086.86291503906,315.48817237185517,0.7209614468368825,-1.707631379314263,0
index0_34,-132187.90074157715,301.62942878246974,0.712012357901989,-1.6927407870248872,0
index0_35,-132181.0569038391,312.8622328522581,0.752374705292626,-1.6997948641594443,0
index0_36,-132264.16872406006,311.9279492814509,0.7774494370537168,-1.6969060730376377,0
index0_37,-132326.96948242188,303.3087137181069,0.744347920902293,-1.676011614844709,0
index0_38,-131970.7220802307,305.8405521440229,0.7602458471344877,-1.7072371687478833,0
index0_39,-132288.44528198242,302.3100829601834,0.7537635562851692,-1.638003187387382,0
index0_4,-131984.27262878418,308.28124652204394,0.8227222994025201,-1.6947576262035096,0
index0_40,-132228.43448638916,309.4656614108003,0.7335851180214521,-1.710740263978641,0
index0_41,-132089.61627197266,309.14149065191657,0.7386693733907574,-1.6920589976524476,0
index0_42,-132040.01988983154,310.11497908392505,0.7788088528573716,-1.706404120778404,0
index0_43,-132185.59214019775,302.9651765613231,0.7759354707382919,-1.704617423045743,0
index0_44,-131851.1534576416,300.61053499814295,0.7582330821127321,-1.67665917107701,0
index0_45,-132267.63439178467,306.39878632911245,0.7330718156702118,-1.6540977262044294,0
index0_46,-132252.2702445984,297.676219052623,0.7505516418801073,-1.6961477710086257,0
index0_47,-131982.98747253418,306.3128820319527,0.691212110417676,-1.7150530367579433,0
index0_48,-131977.44190216064,314.0055309968708,0.7474849845761775,-1.624228043517854,0
index0_49,-131955.86461639404,310.92246518474116,0.7776629552003294,-1.7185539320063796,0
index0_5,-131876.70825195312,307.66069903038135,0.7926650051061559,-1.7092771505253386,0
index0_50,-132335.1262512207,298.10313439200917,0.7654537951767049,-1.6911626137476985,0
index0_51,-132012.18112945557,312.4596390066242,0.7523957483219126,-1.6748559067514677,0
index0_52,-132021.69367218018,308.91234574327444,0.8032178693572134,-1.7035762262872058,0
index0_53,-132115.50830078125,307.5848328744786,0.7664786703567592,-1.6724746758885707,0
index0_54,-132335.0716934204,311.55356507276184,0.774292314019402,-1.6360989266646193,0
index0_55,-132238.01597595215,307.8076007484505,0.7511870539660233,-1.6588273080108578,0
index0_56,-132082.60070037842,312.3262978912388,0.7465711157048087,-1.7120181410931792,0
index0_57,-132512.75770568848,308.8932445399655,0.756146788238323,-1.6858935066410887,0
index0_58,-132195.12099456787,317.6421133677786,0.7711498207323013,-1.6673135339242577,0
index0_59,-132327.34393310547,306.1825905464099,0.7951563160135515,-1.6697240578111843,0
index0_6,-132182.7508430481,306.9097870756568,0.826796151186945,-1.706381055559316,0
index0_60,-132049.93154907227,306.9496918759572,0.7794045268307408,-1.6759708935820856,0
index0_61,-132530.18572235107,308.21542726817984,0.7655092746341599,-1.6895300222926029,0
index0_62,-132291.66471099854,303.4742241801144,0.7463480619507468,-1.6564593117548987,0
index0_63,-132380.65496063232,307.2790727897125,0.7481130869287687,-1.686092968750764,0
index0_64,-132338.5209274292,299.7389215640628,0.7480071435002484,-1.6797176979777269,0
index0_65,-132207.76332855225,302.8418683095765,0.773531919252747,-1.6578111862079357,0
index0_66,-132216.8811569214,301.767848685144,0.7786007601153111,-1.6804577801174154,0
index0_67,-132189.68267059326,299.8150937502376,0.7743358234861948,-1.6644945290922932,0
index0_68,-132590.77807617188,299.03904523981197,0.6955677663583486,-1.6924163223877482,0
index0_69,-132389.54733276367,302.528529884006,0.753491978377316,-1.6576995882468923,0
index0_7,-131870.23113250732,309.5565579069203,0.8074657340006843,-1.6867169594829683,0
index0_70,-132211.275390625,307.29236248615723,0.7720841680749242,-1.6805896389553767,0
index0_71,-132275.68815612793,306.08315316153886,0.7582214182571003,-1.6520845823091643,0
index0_72,-132005.74241638184,311.64046090712355,0.7461524439232341,-1.6858376347978603,0
index0_73,-132475.16876220703,304.7855922367781,0.7519826905368872,-1.6661944276665763,0
index0_74,-132138.1735534668,299.2118751023901,0.7929386007842214,-1.6387033396958772,0
index0_75,-132143.98175811768,303.56687652679,0.7400383008478466,-1.6481519352716492,0
index0_76,-132365.37437438965,300.4747214851564,0.7443716028556016,-1.691758353692372,0
index0_77,-132374.59272003174,313.58329819868254,0.7715605042611966,-1.6862446445949766,0
index0_78,-132153.54815673828,309.27705559468785,0.779118935857174,-1.7071927816651413,0
index0_79,-131983.65656280518,309.16298295968096,0.7685769111771905,-1.660059036788223,0
index0_8,-131931.77779388428,314.67945759536127,0.7992468472824978,-1.714600473990616,0
index0_80,-132319.3306503296,308.1506234721375,0.7855241502104966,-1.6589999537230096,0
index0_81,-132005.44606781006,302.75289032477025,0.733719697803991,-1.6724410411336912,0
index0_82,-132022.18103027344,311.4211934947378,0.758939821572064,-1.6614999608383685,0
index0_83,-131900.53980255127,304.26187294795574,0.7337966110426037,-1.6776564022928424,0
index0_84,-132262.97946929932,312.6094689609124,0.7928079294324113,-1.7294841019746183,0
index0_85,-131952.95984649658,300.1637235503733,0.7616714286661446,-1.678309772483016,0
index0_86,-132053.7468032837,311.5505350438209,0.7291153711048928,-1.713311824843148,0
index0_87,-132061.9384765625,306.85125407404354,0.7601488471768314,-1.7043161158596372,0
index0_88,-131902.9603843689,307.37815299269994,0.7624913459443035,-1.683520954207493,0
index0_89,-132485.37743377686,309.02356807463804,0.7401116175395401,-1.716010791591463,0
index0_9,-131581.20356750488,310.82298375176975,0.7763837686492632,-1.7001079003572943,0
index0_90,-132394.6921234131,297.07059263685846,0.763053223842697,-1.6802963349414872,0
index0_91,-132229.56595611572,311.3951607751078,0.8141244878653167,-1.6863027951875622,0
index0_92,-132181.54333496094,307.18401943660643,0.7375791179188236,-1.671537317984531,0
index0_93,-132658.75518417358,305.4952601368091,0.7984761954179402,-1.7024264701616616,0
index0_94,-132092.35385131836,309.76155337379,0.7262062844065617,-1.6891338190485876,0
index0_95,-132356.05390930176,302.7571728351419,0.7400882271733846,-1.7033833702987657,0
index0_96,-132242.98501205444,312.6470301213076,0.7284808373357254,-1.6887657273748808,0
index0_97,-131878.2659072876,311.7612665130795,0.7647931559426118,-1.7169557490713587,0
index0_98,-132139.2997970581,304.2181493599281,0.7821164360139856,-1.6596277468948202,0
index0_99,-132238.54457855225,303.078784041356,0.7589769765810832,-1.679913820921884,0
index100_0,-131572.78648757935,307.20352338459514,-0.1870952015612028,0.9903590052719178,0
index100_1,-131727.95696258545,313.3559728045801,-0.15454694204747138,1.08175624743391,0
index100_10,-131957.0192565918,301.38776777760575,-0.13497580163404782,1.0668626131281518,0
index100_11,-131788.3430328369,305.0939758208444,0.021501718048654472,1.1334952227889044,0
index100_12,-131626.74300384521,299.35211428905734,-0.03896645389021686,1.0853841292150999,0
index100_13,-131812.62224578857,308.64309233207973,-0.033231115640695086,1.074706757810334,0
index100_14,-132110.4949951172,314.1721300681855,-0.11062034515135893,1.085532927564542,0
index100_15,-131930.75734710693,310.3014752678047,-0.11769945322018416,1.0748829327117606,0
index100_16,-132035.36309814453,304.39703147821007,-0.09992189325422618,1.0646811328814247,0
index100_17,-132066.43168640137,304.4892327733922,-0.1261087169153628,1.031440507079397,0
index100_18,-132078.8812866211,312.1963073099655,-0.11607344541757575,1.0873679261909566,0
index100_19,-132135.6576423645,310.0724465882223,-0.15602690273441966,1.0450529947396394,0
index100_2,-131984.02993774414,305.54010366519054,-0.18544211345430328,1.035757020859058,0
index100_20,-131926.26099395752,314.574991489513,-0.18063976518619518,1.0452328175483128,0
index100_21,-131917.4798965454,307.4857880950512,-0.097841500092121,1.0968765374088973,0
index100_22,-131872.24674987793,317.03585516465563,-0.04102090455288537,1.1175115482945468,0
index100_23,-131880.65176391602,305.4970592013134,-0.09885928937918531,1.0779855128114746,0
index100_24,-132341.95475387573,315.96623495006247,-0.1409045497572412,1.0763477643761503,0
index100_25,-132084.3154449463,308.46980319101107,-0.15924819970071702,1.073754738749163,0
index100_26,-132134.12030029297,307.1082947323194,-0.10406536391513438,1.0926302884266785,0
index100_27,-132067.213180542,311.2272183378879,-0.11509516569067091,1.064273630501965,0
index100_28,-132242.3650817871,303.96409042132666,-0.10855486637513623,1.0815079148952012,0
index100_29,-132298.01721191406,297.78665397368997,-0.12216983091029232,1.064574709620807,0
index100_3,-132182.24424743652,303.9920307690557,-0.15862840387864957,1.0317021462950642,0
index100_30,-131824.55152893066,306.19439090684926,-0.14834156299688828,1.0615990653022687,0
index100_31,-132044.70848846436,303.1221511202646,-0.08789970706314648,1.1066873940729782,0
index100_32,-132082.24718856812,313.04823462685323,-0.18545643127701616,1.067397973437254,0
index100_33,-132001.23223114014,301.4056847838352,-0.128656911091652,1.0349566887047519,0
index100_34,-132202.36888504028,316.29998179055127,-0.13241274402725928,1.080398351855542,0
index100_35,-132060.0468826294,313.5165791413177,-0.0755047495234693,1.0766649107861235,0
index100_36,-132205.49182128906,309.69542611279564,-0.12064198841920915,1.0617052393539714,0
index100_37,-132120.7131729126,307.79077263789196,-0.06610118341713073,1.095091039590015,0
index100_38,-132029.1806716919,307.8936322203566,-0.08796983922496088,1.0762561904679,0
index100_39,-132138.62516784668,298.7665703365967,-0.15012612624280303,1.069336462918732,0
index100_4,-131873.7495880127,307.29281537003584,-0.10873165133864154,1.0636862936402325,0
index100_40,-132176.98763275146,309.2870137712548,-0.0396597715170422,1.1084933543900988,0
index100_41,-131919.50651168823,297.4096479994761,-0.04336097575897635,1.1087826677084902,0
index100_42,-132098.9288673401,306.2562313777289,-0.052209172165814666,1.0822107682517337,0
index100_43,-132094.3233718872,306.4856125887503,-0.07920309712443391,1.08495416718395,0
index100_44,-131812.97953796387,310.3584873743684,-0.15867345693890628,1.0258266782358567,0
index100_45,-131914.5556716919,306.9941398274275,-0.06431377824689394,1.1134373613349473,0
index100_46,-132157.83405303955,309.95467143527304,-0.08477691474420868,1.1128966555796806,0
index100_47,-132124.21048736572,309.9171181063036,-0.14906207452601988,1.077982364257233,0
index100_48,-132358.6452484131,299.8698098679455,-0.09158135430215947,1.0960571127294196,0
index100_49,-131779.49964904785,311.2394601081813,-0.11220572437975984,1.0600441520686699,0
index100_5,-131990.29111099243,305.4018841189319,-0.14952374407431174,1.068886653136832,0
index100_50,-131993.85821533203,312.18792906821847,-0.1143654411947968,1.0560129675505325,0
index100_51,-132185.164352417,301.21358656951304,-0.07589205861036702,1.1002983799446,0
index100_52,-131796.69331359863,310.99622273167734,-0.06980187702532314,1.0860311624926273,0
index100_53,-132309.49812316895,309.2201071597158,-0.10856759406653999,1.0924454052218064,0
index100_54,-132314.44186401367,308.4044591380577,-0.1188363112123319,1.0691551651998492,0
index100_55,-131999.45406341553,307.9899484985157,-0.08559255871650501,1.0715362235951336,0
index100_56,-131989.66623687744,301.91695537030404,-0.11641226252796011,1.107406183073549,0
index100_57,-132097.88356018066,308.11051529145954,-0.028905901485766328,1.13086500755066,0
index100_58,-131981.19123840332,307.2224619933017,-0.0977436763538646,1.0867115587958545,0
